bootstrap_draw,dimension,label,maximizing_layer,maximum_r,depth_gradient
77,comprehension_continuous,Comprehension,15,0.45796231915679037,-0.4372649572649573
77,judgment_continuous,Judgment,16,0.6665537928356201,0.2663247863247863
77,evaluation_continuous,Evaluation,14,0.6028779937030381,0.4858119658119658
77,final_decision_continuous,Final decision,24,0.5631896071247939,0.8796581196581197
77,confidence_continuous,Confidence,16,0.4672864359279409,0.6991452991452991
78,comprehension_continuous,Comprehension,14,0.5502370851799635,-0.3538461538461538
78,judgment_continuous,Judgment,5,0.7186646542465951,0.11316239316239315
78,evaluation_continuous,Evaluation,11,0.6173769788902538,-0.016752136752136753
78,final_decision_continuous,Final decision,25,0.6596946658178351,0.6205128205128205
78,confidence_continuous,Confidence,23,0.4452304905806046,0.881025641025641
79,comprehension_continuous,Comprehension,13,0.5079249866646496,-0.47965811965811966
79,judgment_continuous,Judgment,14,0.7621979095779402,-0.22256410256410253
79,evaluation_continuous,Evaluation,6,0.6517860820472348,-0.43111111111111106
79,final_decision_continuous,Final decision,10,0.6663628942636078,0.1822222222222222
79,confidence_continuous,Confidence,16,0.465016356175562,0.4365811965811965
80,comprehension_continuous,Comprehension,16,0.5915195453321753,0.027008547008547008
80,judgment_continuous,Judgment,14,0.7379942733631191,-0.20957264957264954
80,evaluation_continuous,Evaluation,14,0.5951461786763503,0.06393162393162392
80,final_decision_continuous,Final decision,18,0.6714246967906764,0.7340170940170939
80,confidence_continuous,Confidence,22,0.4570684928074595,0.7456410256410255
81,comprehension_continuous,Comprehension,13,0.584440975343016,0.25196581196581197
81,judgment_continuous,Judgment,16,0.7184639545197434,-0.2198290598290598
81,evaluation_continuous,Evaluation,7,0.5434711612477471,0.3264957264957265
81,final_decision_continuous,Final decision,16,0.6801657870387706,0.5015384615384615
81,confidence_continuous,Confidence,16,0.4248403453053226,0.6232478632478632
82,comprehension_continuous,Comprehension,13,0.5115226482138665,0.33948717948717944
82,judgment_continuous,Judgment,14,0.6581869462744661,0.23829059829059826
82,evaluation_continuous,Evaluation,9,0.5726795414616198,0.01811965811965812
82,final_decision_continuous,Final decision,21,0.6065592595618644,0.8618803418803418
82,confidence_continuous,Confidence,16,0.4690407603363817,0.8687179487179486
83,comprehension_continuous,Comprehension,14,0.5288746883064874,0.09948717948717947
83,judgment_continuous,Judgment,14,0.7105930621958206,0.18564102564102564
83,evaluation_continuous,Evaluation,11,0.5921222137122837,0.15145299145299143
83,final_decision_continuous,Final decision,25,0.6682561380107009,0.8105982905982906
83,confidence_continuous,Confidence,22,0.47934443590683756,0.8728205128205128
84,comprehension_continuous,Comprehension,14,0.5445645483607607,0.28888888888888886
84,judgment_continuous,Judgment,4,0.6777853571043732,-0.016068376068376067
84,evaluation_continuous,Evaluation,7,0.5883930758614788,0.4468376068376068
84,final_decision_continuous,Final decision,21,0.6726297006003993,0.6505982905982907
84,confidence_continuous,Confidence,23,0.4126623787312313,0.8605128205128205
85,comprehension_continuous,Comprehension,13,0.5052679395230721,0.4864957264957265
85,judgment_continuous,Judgment,4,0.6928908926999922,-0.14461538461538462
85,evaluation_continuous,Evaluation,6,0.6104045286571507,0.28136752136752136
85,final_decision_continuous,Final decision,21,0.6594456797275716,0.8899145299145298
85,confidence_continuous,Confidence,16,0.44907022124432244,0.7415384615384616
86,comprehension_continuous,Comprehension,16,0.5617654731192927,-0.2663247863247863
86,judgment_continuous,Judgment,16,0.7158074235940795,-0.02427350427350427
86,evaluation_continuous,Evaluation,13,0.5877734106611917,0.6294017094017094
86,final_decision_continuous,Final decision,19,0.6614581320092443,0.7347008547008547
86,confidence_continuous,Confidence,16,0.49679935631996425,0.8967521367521367
87,comprehension_continuous,Comprehension,15,0.4787971982281206,0.08376068376068375
87,judgment_continuous,Judgment,18,0.6607502475322011,0.20478632478632477
87,evaluation_continuous,Evaluation,14,0.573727075594937,0.26017094017094017
87,final_decision_continuous,Final decision,24,0.6057620918015982,0.6629059829059828
87,confidence_continuous,Confidence,16,0.45553590841733294,0.8153846153846154
88,comprehension_continuous,Comprehension,14,0.5570040787121472,-0.20820512820512818
88,judgment_continuous,Judgment,14,0.7079609737301511,-0.23965811965811962
88,evaluation_continuous,Evaluation,14,0.5341058357384914,0.1692307692307692
88,final_decision_continuous,Final decision,10,0.6007250700650059,0.23692307692307688
88,confidence_continuous,Confidence,16,0.45194948281429526,0.7969230769230767
89,comprehension_continuous,Comprehension,13,0.5238172933428797,-0.0776068376068376
89,judgment_continuous,Judgment,14,0.7337697135087674,0.027008547008547008
89,evaluation_continuous,Evaluation,7,0.5956305055644526,0.17333333333333334
89,final_decision_continuous,Final decision,18,0.6522488511217833,0.6847863247863248
89,confidence_continuous,Confidence,8,0.4339507331350977,0.47076923076923066
90,comprehension_continuous,Comprehension,13,0.5775318240016741,-0.031794871794871796
90,judgment_continuous,Judgment,5,0.7418535798386054,-0.14598290598290597
90,evaluation_continuous,Evaluation,9,0.5970923849298939,0.23965811965811962
90,final_decision_continuous,Final decision,21,0.6927364512008787,0.8242735042735042
90,confidence_continuous,Confidence,16,0.4136936299251148,0.7996581196581196
91,comprehension_continuous,Comprehension,15,0.5289771537512035,-0.6362393162393162
91,judgment_continuous,Judgment,2,0.6787183041761174,0.014017094017094016
91,evaluation_continuous,Evaluation,13,0.6291403836579547,0.40854700854700854
91,final_decision_continuous,Final decision,5,0.622145822123954,0.28820512820512817
91,confidence_continuous,Confidence,23,0.44139398578891464,0.8358974358974358
92,comprehension_continuous,Comprehension,14,0.5005089320279501,-0.5596581196581196
92,judgment_continuous,Judgment,3,0.699529893615785,-0.3025641025641025
92,evaluation_continuous,Evaluation,7,0.5730962364980435,-0.05025641025641025
92,final_decision_continuous,Final decision,21,0.6152626509557174,0.6923076923076923
92,confidence_continuous,Confidence,22,0.46195219113443087,0.8871794871794871
93,comprehension_continuous,Comprehension,13,0.5201317344168525,-0.4755555555555555
93,judgment_continuous,Judgment,14,0.6733696147671587,-0.13572649572649573
93,evaluation_continuous,Evaluation,8,0.5877851448534338,0.17059829059829057
93,final_decision_continuous,Final decision,18,0.6199474254338715,0.532991452991453
93,confidence_continuous,Confidence,16,0.4038002510576802,0.37777777777777777
94,comprehension_continuous,Comprehension,14,0.5370847114648661,-0.6047863247863248
94,judgment_continuous,Judgment,13,0.6924026331394387,0.18017094017094015
94,evaluation_continuous,Evaluation,12,0.6222565799296204,0.21914529914529915
94,final_decision_continuous,Final decision,20,0.6564047991468326,0.6813675213675212
94,confidence_continuous,Confidence,16,0.44873704552605903,0.612991452991453
95,comprehension_continuous,Comprehension,14,0.49258837630399344,0.2075213675213675
95,judgment_continuous,Judgment,18,0.6651725604543739,0.32239316239316235
95,evaluation_continuous,Evaluation,7,0.5947555580681311,0.28820512820512817
95,final_decision_continuous,Final decision,23,0.5961113096044367,0.8420512820512819
95,confidence_continuous,Confidence,16,0.4232606310058657,0.7716239316239316
96,comprehension_continuous,Comprehension,13,0.5031896333451241,-0.4598290598290598
96,judgment_continuous,Judgment,13,0.6696127384122681,-0.07487179487179485
96,evaluation_continuous,Evaluation,11,0.5581504093727967,0.16649572649572647
96,final_decision_continuous,Final decision,23,0.615906759657835,0.7928205128205127
96,confidence_continuous,Confidence,16,0.4309803740608637,0.803076923076923
97,comprehension_continuous,Comprehension,13,0.4718594108499993,-0.3483760683760683
97,judgment_continuous,Judgment,5,0.7120255389992248,0.3839316239316239
97,evaluation_continuous,Evaluation,7,0.5950666222359478,0.03111111111111111
97,final_decision_continuous,Final decision,21,0.5784296536576369,0.7661538461538462
97,confidence_continuous,Confidence,16,0.46031452574195475,0.49128205128205127
98,comprehension_continuous,Comprehension,15,0.44756829578625335,-0.5651282051282052
98,judgment_continuous,Judgment,5,0.6738557590724824,-0.14871794871794874
98,evaluation_continuous,Evaluation,12,0.5566598939144811,0.15350427350427348
98,final_decision_continuous,Final decision,21,0.581323422782921,0.8666666666666666
98,confidence_continuous,Confidence,16,0.43018688022971807,0.8352136752136751
99,comprehension_continuous,Comprehension,13,0.5367764259502422,-0.031794871794871796
99,judgment_continuous,Judgment,18,0.6908553550788893,0.647179487179487
99,evaluation_continuous,Evaluation,10,0.5907529963420219,0.4133333333333333
99,final_decision_continuous,Final decision,21,0.6421282660889042,0.8126495726495726
99,confidence_continuous,Confidence,23,0.4261401490327425,0.8687179487179486
100,comprehension_continuous,Comprehension,14,0.5224598513794726,-0.5808547008547009
100,judgment_continuous,Judgment,2,0.6863436591270357,-0.6403418803418803
100,evaluation_continuous,Evaluation,6,0.5340510604016007,0.3586324786324786
100,final_decision_continuous,Final decision,5,0.6268719204180188,0.4256410256410256
100,confidence_continuous,Confidence,16,0.42737674459448,0.8167521367521368
101,comprehension_continuous,Comprehension,14,0.5573239931574974,-0.03316239316239316
101,judgment_continuous,Judgment,16,0.6818996072211593,-0.02017094017094017
101,evaluation_continuous,Evaluation,6,0.6021795408555122,0.11726495726495725
101,final_decision_continuous,Final decision,18,0.6679689091068088,0.6287179487179486
101,confidence_continuous,Confidence,16,0.4126944855155808,0.76
102,comprehension_continuous,Comprehension,13,0.4892804865055533,-0.3695726495726495
102,judgment_continuous,Judgment,14,0.6851059561692762,-0.388034188034188
102,evaluation_continuous,Evaluation,12,0.5571227811990426,-0.05025641025641025
102,final_decision_continuous,Final decision,18,0.63481394887312,0.42905982905982903
102,confidence_continuous,Confidence,16,0.49722064263591775,0.7182905982905983
103,comprehension_continuous,Comprehension,13,0.45811465325407574,-0.07555555555555556
103,judgment_continuous,Judgment,14,0.6487425245207108,0.046153846153846156
103,evaluation_continuous,Evaluation,10,0.6007605729489731,0.05914529914529914
103,final_decision_continuous,Final decision,24,0.5996147715217564,0.79008547008547
103,confidence_continuous,Confidence,23,0.5012915641058193,0.7989743589743589
104,comprehension_continuous,Comprehension,14,0.44864411293297624,-0.33538461538461534
104,judgment_continuous,Judgment,14,0.6924944121700819,0.14393162393162393
104,evaluation_continuous,Evaluation,23,0.6080891283344274,0.5487179487179487
104,final_decision_continuous,Final decision,23,0.6022076242118292,0.9124786324786324
104,confidence_continuous,Confidence,16,0.3756574444513064,0.7039316239316238
105,comprehension_continuous,Comprehension,0,0.48569620090894416,-0.669059829059829
105,judgment_continuous,Judgment,16,0.7616730915518399,0.2567521367521367
105,evaluation_continuous,Evaluation,14,0.6019187707651187,0.11726495726495725
105,final_decision_continuous,Final decision,5,0.6400261094813444,0.671111111111111
105,confidence_continuous,Confidence,23,0.47792302651348884,0.8283760683760684
106,comprehension_continuous,Comprehension,14,0.5182111971879444,0.38324786324786325
106,judgment_continuous,Judgment,5,0.6979270120786445,-0.11863247863247862
106,evaluation_continuous,Evaluation,7,0.6030726495078386,0.34017094017094013
106,final_decision_continuous,Final decision,25,0.624259049773591,0.6772649572649572
106,confidence_continuous,Confidence,16,0.388442297876649,0.8235897435897435
107,comprehension_continuous,Comprehension,14,0.52911747243909,-0.6294017094017094
107,judgment_continuous,Judgment,16,0.6787960243755641,0.08376068376068375
107,evaluation_continuous,Evaluation,7,0.5993240598200759,0.18564102564102564
107,final_decision_continuous,Final decision,21,0.6176559486675426,0.6205128205128205
107,confidence_continuous,Confidence,16,0.44723912608751565,0.8427350427350427
108,comprehension_continuous,Comprehension,14,0.5022907747011093,-0.03658119658119658
108,judgment_continuous,Judgment,18,0.698561056475737,0.3695726495726495
108,evaluation_continuous,Evaluation,9,0.5658338912214664,-0.037264957264957266
108,final_decision_continuous,Final decision,21,0.6394752926572728,0.8858119658119656
108,confidence_continuous,Confidence,16,0.498058589767129,0.7258119658119657
109,comprehension_continuous,Comprehension,7,0.5093659937352109,-0.5582905982905982
109,judgment_continuous,Judgment,2,0.7073038286769526,-0.10427350427350426
109,evaluation_continuous,Evaluation,7,0.6181272286955669,-0.004444444444444444
109,final_decision_continuous,Final decision,23,0.6213721418308329,0.6266666666666666
109,confidence_continuous,Confidence,23,0.40781586061561415,0.7408547008547008
110,comprehension_continuous,Comprehension,13,0.5476466648856052,-0.10153846153846154
110,judgment_continuous,Judgment,14,0.7378246664443366,-0.21230769230769228
110,evaluation_continuous,Evaluation,12,0.6294416556957415,-0.0441025641025641
110,final_decision_continuous,Final decision,24,0.6035046046605415,0.8509401709401709
110,confidence_continuous,Confidence,16,0.43539682061911855,0.8420512820512819
111,comprehension_continuous,Comprehension,14,0.5764299609775009,-0.26974358974358975
111,judgment_continuous,Judgment,14,0.7565227779327893,-0.14461538461538462
111,evaluation_continuous,Evaluation,13,0.6159373000816736,-0.0010256410256410254
111,final_decision_continuous,Final decision,19,0.6822095301794769,0.76
111,confidence_continuous,Confidence,16,0.42899003699306043,0.6328205128205128
112,comprehension_continuous,Comprehension,15,0.4841904709099598,0.10769230769230768
112,judgment_continuous,Judgment,14,0.6438248453075833,0.347008547008547
112,evaluation_continuous,Evaluation,13,0.608119497537243,0.019487179487179485
112,final_decision_continuous,Final decision,25,0.5855406077690095,0.8092307692307692
112,confidence_continuous,Confidence,23,0.40811182619021547,0.8611965811965812
113,comprehension_continuous,Comprehension,13,0.5038460529030809,-0.643076923076923
